Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"When Christmas arrives -LRB- Harry 's gifts : a toothpick , fudge in a tin , a copy of '' Flying with the Cannons '' , a new Quill , a jumper and plum cake -RRB- , with the Polyjuice Potion ready and Hermione having acquired some spare Slytherin robes to use -LRB- since they ca n't use their regular clothes while transformed -RRB- , they give to Vincent and Gregory two chocolate cakes containing `` sleeping pills '' that made both Vincent and Gregory fall asleep once eating the cakes .","['Christmas', 'gifts', 'tin', 'Flying', 'Potion', 'they', 'they', 'Vincent', 'Gregory', 'Gregory', 'pills']","['Christmas:arrives', 'gifts:fudge', 'tin:fudge', 'Flying:copy', 'Potion:acquired', 'they:use', 'they:give', 'Vincent:give', 'Gregory:give', 'Gregory:give', 'pills:asleep']","['robes', 'clothes', 'cakes', 'Vincent', 'Gregory', 'Gregory', 'cakes']","['robes:acquired', 'clothes:use', 'cakes:give', 'Vincent:made', 'Gregory:made', 'Gregory:made', 'cakes:eating']",0.3612,"[(('give', 'VBP'), 'advcl', ('arrives', 'VBZ')), (('arrives', 'VBZ'), 'advmod', ('When', 'WRB')), (('arrives', 'VBZ'), 'nsubj', ('Christmas', 'NNP')), (('arrives', 'VBZ'), 'parataxis', ('fudge', 'VBP')), (('fudge', 'VBP'), 'nsubj', ('gifts', 'NNS')), (('gifts', 'NNS'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('gifts', 'NNS'), 'dep', ('toothpick', 'NN')), (('toothpick', 'NN'), 'det', ('a', 'DT')), (('fudge', 'VBP'), 'nmod', ('tin', 'NN')), (('tin', 'NN'), 'case', ('in', 'IN')), (('tin', 'NN'), 'det', ('a', 'DT')), (('tin', 'NN'), 'appos', ('copy', 'NN')), (('copy', 'NN'), 'det', ('a', 'DT')), (('copy', 'NN'), 'nmod', ('Flying', 'NNP')), (('Flying', 'NNP'), 'case', ('of', 'IN')), (('fudge', 'VBP'), 'nmod', ('Cannons', 'NNPS')), (('Cannons', 'NNPS'), 'case', ('with', 'IN')), (('Cannons', 'NNPS'), 'det', ('the', 'DT')), (('Cannons', 'NNPS'), 'conj', ('Quill', 'NN')), (('Quill', 'NN'), 'det', ('a', 'DT')), (('Quill', 'NN'), 'amod', ('new', 'JJ')), (('Cannons', 'NNPS'), 'conj', ('jumper', 'NN')), (('jumper', 'NN'), 'det', ('a', 'DT')), (('Cannons', 'NNPS'), 'cc', ('and', 'CC')), (('Cannons', 'NNPS'), 'conj', ('cake', 'NN')), (('cake', 'NN'), 'compound', ('plum', 'NN')), (('arrives', 'VBZ'), 'advcl', ('acquired', 'VBN')), (('acquired', 'VBN'), 'mark', ('with', 'IN')), (('acquired', 'VBN'), 'nsubj', ('Potion', 'NNP')), (('Potion', 'NNP'), 'det', ('the', 'DT')), (('Potion', 'NNP'), 'compound', ('Polyjuice', 'NNP')), (('Potion', 'NNP'), 'amod', ('ready', 'JJ')), (('ready', 'JJ'), 'cc', ('and', 'CC')), (('ready', 'JJ'), 'conj', ('Hermione', 'JJ')), (('acquired', 'VBN'), 'aux', ('having', 'VBG')), (('acquired', 'VBN'), 'dobj', ('robes', 'NNS')), (('robes', 'NNS'), 'det', ('some', 'DT')), (('robes', 'NNS'), 'amod', ('spare', 'JJ')), (('robes', 'NNS'), 'compound', ('Slytherin', 'NNP')), (('acquired', 'VBN'), 'advcl', ('use', 'VB')), (('use', 'VB'), 'mark', ('to', 'TO')), (('give', 'VBP'), 'parataxis', ('use', 'VB')), (('use', 'VB'), 'mark', ('since', 'IN')), (('use', 'VB'), 'nsubj', ('they', 'PRP')), (('use', 'VB'), 'aux', ('ca', 'MD')), (('use', 'VB'), 'neg', (""n't"", 'RB')), (('use', 'VB'), 'dobj', ('clothes', 'NNS')), (('clothes', 'NNS'), 'nmod:poss', ('their', 'PRP$')), (('clothes', 'NNS'), 'amod', ('regular', 'JJ')), (('use', 'VB'), 'advcl', ('transformed', 'VBD')), (('transformed', 'VBD'), 'mark', ('while', 'IN')), (('give', 'VBP'), 'nsubj', ('they', 'PRP')), (('give', 'VBP'), 'nmod', ('Vincent', 'NNP')), (('Vincent', 'NNP'), 'case', ('to', 'TO')), (('Vincent', 'NNP'), 'cc', ('and', 'CC')), (('Vincent', 'NNP'), 'conj', ('Gregory', 'NNP')), (('give', 'VBP'), 'dobj', ('cakes', 'NNS')), (('cakes', 'NNS'), 'nummod', ('two', 'CD')), (('cakes', 'NNS'), 'compound', ('chocolate', 'NN')), (('cakes', 'NNS'), 'acl', ('containing', 'VBG')), (('containing', 'VBG'), 'xcomp', ('asleep', 'RB')), (('asleep', 'RB'), 'nsubj', ('pills', 'NNS')), (('pills', 'NNS'), 'compound', ('sleeping', 'NN')), (('pills', 'NNS'), 'acl:relcl', ('made', 'VBD')), (('made', 'VBD'), 'nsubj', ('that', 'WDT')), (('made', 'VBD'), 'dobj', ('Vincent', 'NNP')), (('Vincent', 'NNP'), 'cc:preconj', ('both', 'CC')), (('Vincent', 'NNP'), 'cc', ('and', 'CC')), (('Vincent', 'NNP'), 'conj', ('Gregory', 'NNP')), (('made', 'VBD'), 'nmod:tmod', ('fall', 'NN')), (('give', 'VBP'), 'xcomp', ('eating', 'VBG')), (('eating', 'VBG'), 'advmod', ('once', 'RB')), (('eating', 'VBG'), 'dobj', ('cakes', 'NNS')), (('cakes', 'NNS'), 'det', ('the', 'DT'))]"
Harry and Ronald take Harry and Ronald 's hairs -LRB- and shoes due to Vincent and Gregory having larger feet -RRB- and assume Harry and Ronald 's form .,"['Harry', 'Ronald', 'Ronald', 'Vincent', 'Gregory']","['Harry:take', 'Ronald:take', 'Ronald:take', 'Vincent:having', 'Gregory:having']","['feet', 'form']","['feet:having', 'form:assume']",0.0,"[(('take', 'VB'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('take', 'VB'), 'dobj', ('hairs', 'NNPS')), (('hairs', 'NNPS'), 'compound', ('Harry', 'NNP')), (('hairs', 'NNPS'), 'cc', ('and', 'CC')), (('hairs', 'NNPS'), 'conj', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS')), (('hairs', 'NNPS'), 'dep', ('shoes', 'NNS')), (('shoes', 'NNS'), 'cc', ('and', 'CC')), (('shoes', 'NNS'), 'amod', ('due', 'JJ')), (('due', 'JJ'), 'advcl', ('having', 'VBG')), (('having', 'VBG'), 'mark', ('to', 'TO')), (('having', 'VBG'), 'nsubj', ('Vincent', 'NNP')), (('Vincent', 'NNP'), 'cc', ('and', 'CC')), (('Vincent', 'NNP'), 'conj', ('Gregory', 'NNP')), (('having', 'VBG'), 'dobj', ('feet', 'NNS')), (('feet', 'NNS'), 'amod', ('larger', 'JJR')), (('take', 'VB'), 'cc', ('and', 'CC')), (('take', 'VB'), 'conj', ('assume', 'VB')), (('assume', 'VB'), 'dobj', ('form', 'NN')), (('form', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS'))]"
"Hermione tries to use a hair Hermione thought belongs to Millicent , but it is actually Hermione 's cat hair and Hermione is transformed into a cat/human hybrid .","['Hermione', 'Hermione', 'Millicent', 'it', 'hybrid']","['Hermione:tries', 'Hermione:thought', 'Millicent:belongs', 'it:hair', 'hybrid:transformed']","['hair', 'Hermione']","['hair:use', 'Hermione:transformed']",0.0,"[(('tries', 'VBZ'), 'nsubj', ('Hermione', 'NNP')), (('tries', 'VBZ'), 'xcomp', ('use', 'VB')), (('use', 'VB'), 'mark', ('to', 'TO')), (('use', 'VB'), 'dobj', ('hair', 'NN')), (('hair', 'NN'), 'det', ('a', 'DT')), (('hair', 'NN'), 'acl:relcl', ('thought', 'VBD')), (('thought', 'VBD'), 'nsubj', ('Hermione', 'NNP')), (('thought', 'VBD'), 'ccomp', ('belongs', 'VBZ')), (('belongs', 'VBZ'), 'nmod', ('Millicent', 'NNP')), (('Millicent', 'NNP'), 'case', ('to', 'TO')), (('tries', 'VBZ'), 'cc', ('but', 'CC')), (('tries', 'VBZ'), 'conj', ('hair', 'NN')), (('hair', 'NN'), 'nsubj', ('it', 'PRP')), (('hair', 'NN'), 'cop', ('is', 'VBZ')), (('hair', 'NN'), 'advmod', ('actually', 'RB')), (('hair', 'NN'), 'nmod:poss', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', (""'s"", 'POS')), (('hair', 'NN'), 'compound', ('cat', 'NN')), (('hair', 'NN'), 'cc', ('and', 'CC')), (('hair', 'NN'), 'conj', ('transformed', 'VBN')), (('transformed', 'VBN'), 'nsubjpass', ('Hermione', 'NNP')), (('transformed', 'VBN'), 'auxpass', ('is', 'VBZ')), (('transformed', 'VBN'), 'nmod', ('hybrid', 'NN')), (('hybrid', 'NN'), 'case', ('into', 'IN')), (('hybrid', 'NN'), 'det', ('a', 'DT')), (('hybrid', 'NN'), 'compound', ('cat/human', 'NN'))]"
Hermione is forced to spend a few weeks in the Hospital Wing .,['Wing'],['Wing:weeks'],"['Hermione', 'weeks']","['Hermione:forced', 'weeks:spend']",-0.4588,"[(('forced', 'VBN'), 'nsubjpass', ('Hermione', 'NNP')), (('forced', 'VBN'), 'auxpass', ('is', 'VBZ')), (('forced', 'VBN'), 'xcomp', ('spend', 'VB')), (('spend', 'VB'), 'mark', ('to', 'TO')), (('spend', 'VB'), 'dobj', ('weeks', 'NNS')), (('weeks', 'NNS'), 'det', ('a', 'DT')), (('weeks', 'NNS'), 'amod', ('few', 'JJ')), (('weeks', 'NNS'), 'nmod', ('Wing', 'NNP')), (('Wing', 'NNP'), 'case', ('in', 'IN')), (('Wing', 'NNP'), 'det', ('the', 'DT')), (('Wing', 'NNP'), 'compound', ('Hospital', 'NNP'))]"
"As Vincent and Gregory , once Draco leads them to the Slytherin common room , Harry and Ronald interrogate an unsuspecting Draco and discover that even though Draco wishes Draco were , Draco is not the Heir of Slytherin .","['Vincent', 'Gregory', 'Draco', 'room', 'Harry', 'Ronald', 'Draco', 'Draco', 'Draco', 'Slytherin']","['Vincent:interrogate', 'Gregory:interrogate', 'Draco:leads', 'room:leads', 'Harry:interrogate', 'Ronald:interrogate', 'Draco:wishes', 'Draco:were', 'Draco:Heir', 'Slytherin:Heir']","['them', 'Draco']","['them:leads', 'Draco:interrogate']",0.1531,"[(('interrogate', 'VBP'), 'nmod', ('Vincent', 'NNP')), (('Vincent', 'NNP'), 'case', ('As', 'IN')), (('Vincent', 'NNP'), 'cc', ('and', 'CC')), (('Vincent', 'NNP'), 'conj', ('Gregory', 'NNP')), (('interrogate', 'VBP'), 'advcl', ('leads', 'VBZ')), (('leads', 'VBZ'), 'mark', ('once', 'IN')), (('leads', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('leads', 'VBZ'), 'dobj', ('them', 'PRP')), (('leads', 'VBZ'), 'nmod', ('room', 'NN')), (('room', 'NN'), 'case', ('to', 'TO')), (('room', 'NN'), 'det', ('the', 'DT')), (('room', 'NN'), 'compound', ('Slytherin', 'NNP')), (('room', 'NN'), 'amod', ('common', 'JJ')), (('interrogate', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('interrogate', 'VBP'), 'dobj', ('Draco', 'NNP')), (('Draco', 'NNP'), 'det', ('an', 'DT')), (('Draco', 'NNP'), 'amod', ('unsuspecting', 'JJ')), (('interrogate', 'VBP'), 'cc', ('and', 'CC')), (('interrogate', 'VBP'), 'conj', ('discover', 'VBP')), (('discover', 'VBP'), 'ccomp', ('Heir', 'NN')), (('Heir', 'NN'), 'mark', ('that', 'IN')), (('Heir', 'NN'), 'advcl', ('wishes', 'VBZ')), (('wishes', 'VBZ'), 'advmod', ('even', 'RB')), (('wishes', 'VBZ'), 'mark', ('though', 'IN')), (('wishes', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('wishes', 'VBZ'), 'ccomp', ('were', 'VBD')), (('were', 'VBD'), 'nsubj', ('Draco', 'NNP')), (('Heir', 'NN'), 'nsubj', ('Draco', 'NNP')), (('Heir', 'NN'), 'cop', ('is', 'VBZ')), (('Heir', 'NN'), 'neg', ('not', 'RB')), (('Heir', 'NN'), 'det', ('the', 'DT')), (('Heir', 'NN'), 'nmod', ('Slytherin', 'NNP')), (('Slytherin', 'NNP'), 'case', ('of', 'IN'))]"
"Harry and Ronald also hear that Lucius mentioned that the last time the chamber was opened , fifty years ago , a Muggle-born student died and whoever was responsible was expelled .","['Harry', 'Ronald', 'Lucius', 'student']","['Harry:hear', 'Ronald:hear', 'Lucius:mentioned', 'student:died']","['time', 'chamber']","['time:expelled', 'chamber:opened']",-0.5106,"[(('hear', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('hear', 'VBP'), 'advmod', ('also', 'RB')), (('hear', 'VBP'), 'ccomp', ('mentioned', 'VBD')), (('mentioned', 'VBD'), 'mark', ('that', 'IN')), (('mentioned', 'VBD'), 'nsubj', ('Lucius', 'NNP')), (('mentioned', 'VBD'), 'ccomp', ('expelled', 'VBN')), (('expelled', 'VBN'), 'mark', ('that', 'IN')), (('expelled', 'VBN'), 'nsubjpass', ('time', 'NN')), (('time', 'NN'), 'det', ('the', 'DT')), (('time', 'NN'), 'amod', ('last', 'JJ')), (('time', 'NN'), 'acl:relcl', ('opened', 'VBN')), (('opened', 'VBN'), 'nsubjpass', ('chamber', 'NN')), (('chamber', 'NN'), 'det', ('the', 'DT')), (('opened', 'VBN'), 'auxpass', ('was', 'VBD')), (('opened', 'VBN'), 'advmod', ('ago', 'RB')), (('ago', 'RB'), 'nmod:npmod', ('years', 'NNS')), (('years', 'NNS'), 'amod', ('fifty', 'JJ')), (('opened', 'VBN'), 'dep', ('died', 'VBD')), (('died', 'VBD'), 'nsubj', ('student', 'NN')), (('student', 'NN'), 'det', ('a', 'DT')), (('student', 'NN'), 'amod', ('Muggle-born', 'JJ')), (('died', 'VBD'), 'cc', ('and', 'CC')), (('died', 'VBD'), 'conj', ('responsible', 'JJ')), (('responsible', 'JJ'), 'nsubj', ('whoever', 'WP')), (('responsible', 'JJ'), 'cop', ('was', 'VBD')), (('expelled', 'VBN'), 'auxpass', ('was', 'VBD'))]"
Draco also mentions Draco 's father 's secret stash of illegal artefacts .,"['Draco', 'artefacts']","['Draco:mentions', 'artefacts:stash']",['stash'],['stash:mentions'],-0.5574,"[(('mentions', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('mentions', 'VBZ'), 'advmod', ('also', 'RB')), (('mentions', 'VBZ'), 'dobj', ('stash', 'NN')), (('stash', 'NN'), 'nmod:poss', ('father', 'NN')), (('father', 'NN'), 'nmod:poss', ('Draco', 'NNP')), (('Draco', 'NNP'), 'case', (""'s"", 'POS')), (('father', 'NN'), 'case', (""'s"", 'POS')), (('stash', 'NN'), 'amod', ('secret', 'JJ')), (('stash', 'NN'), 'nmod', ('artefacts', 'NNS')), (('artefacts', 'NNS'), 'case', ('of', 'IN')), (('artefacts', 'NNS'), 'amod', ('illegal', 'JJ'))]"
"Weeks later , Harry , Ronald and Argus complaining about Ronald 's workload and leaving .","['Harry', 'Ronald', 'Argus', 'Ronald']","['Harry:workload', 'Ronald:workload', 'Argus:workload', 'Ronald:complaining']",[],[],-0.2023,"[(('workload', 'VBG'), 'advmod', ('later', 'RB')), (('later', 'RB'), 'nmod:npmod', ('Weeks', 'NNS')), (('workload', 'VBG'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Argus', 'NNP')), (('Harry', 'NNP'), 'acl', ('complaining', 'VBG')), (('complaining', 'VBG'), 'nmod', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', ('about', 'IN')), (('workload', 'VBG'), 'aux', (""'s"", 'VBZ')), (('workload', 'VBG'), 'cc', ('and', 'CC')), (('workload', 'VBG'), 'conj', ('leaving', 'VBG'))]"
"Harry , Ronald and Argus arrive at Myrtle 's bathroom to find it flooded .","['Harry', 'Ronald', 'Argus', 'bathroom', 'it']","['Harry:arrive', 'Ronald:arrive', 'Argus:arrive', 'bathroom:arrive', 'it:flooded']",[],[],0.0,"[(('arrive', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Argus', 'NNP')), (('arrive', 'VBP'), 'nmod', ('bathroom', 'NN')), (('bathroom', 'NN'), 'case', ('at', 'IN')), (('bathroom', 'NN'), 'nmod:poss', ('Myrtle', 'NNP')), (('Myrtle', 'NNP'), 'case', (""'s"", 'POS')), (('bathroom', 'NN'), 'acl', ('find', 'VB')), (('find', 'VB'), 'mark', ('to', 'TO')), (('find', 'VB'), 'dep', ('flooded', 'VBN')), (('flooded', 'VBN'), 'nsubj', ('it', 'PRP'))]"
"Myrtle , a sulking ghost , explains that Myrtle had flooded it because somebody flushed a diary down the toilet and onto Myrtle 's .","['Myrtle', 'Myrtle', 'somebody', 'toilet', 'Myrtle']","['Myrtle:explains', 'Myrtle:flooded', 'somebody:flushed', 'toilet:flushed', 'Myrtle:flushed']","['it', 'diary']","['it:flooded', 'diary:flushed']",-0.5859,"[(('explains', 'VBZ'), 'nsubj', ('Myrtle', 'NNP')), (('Myrtle', 'NNP'), 'appos', ('ghost', 'NN')), (('ghost', 'NN'), 'det', ('a', 'DT')), (('ghost', 'NN'), 'amod', ('sulking', 'VBG')), (('explains', 'VBZ'), 'ccomp', ('flooded', 'VBN')), (('flooded', 'VBN'), 'mark', ('that', 'IN')), (('flooded', 'VBN'), 'nsubj', ('Myrtle', 'NNP')), (('flooded', 'VBN'), 'aux', ('had', 'VBD')), (('flooded', 'VBN'), 'dobj', ('it', 'PRP')), (('flooded', 'VBN'), 'advcl', ('flushed', 'VBD')), (('flushed', 'VBD'), 'mark', ('because', 'IN')), (('flushed', 'VBD'), 'nsubj', ('somebody', 'NN')), (('flushed', 'VBD'), 'dobj', ('diary', 'NN')), (('diary', 'NN'), 'det', ('a', 'DT')), (('flushed', 'VBD'), 'nmod', ('toilet', 'NN')), (('toilet', 'NN'), 'case', ('down', 'IN')), (('toilet', 'NN'), 'det', ('the', 'DT')), (('toilet', 'NN'), 'cc', ('and', 'CC')), (('toilet', 'NN'), 'conj', ('Myrtle', 'NNP')), (('Myrtle', 'NNP'), 'case', ('onto', 'IN')), (('Myrtle', 'NNP'), 'case', (""'s"", 'POS'))]"
"Harry picks it up ; Harry discovers that it once belonged to somebody called T.M. Riddle , but the diary is completely blank .","['Harry', 'Harry', 'it', 'somebody', 'diary']","['Harry:picks', 'Harry:discovers', 'it:belonged', 'somebody:belonged', 'diary:blank']","['it', 'Riddle']","['it:picks', 'Riddle:called']",0.0,"[(('picks', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('picks', 'VBZ'), 'dobj', ('it', 'PRP')), (('picks', 'VBZ'), 'compound:prt', ('up', 'RP')), (('picks', 'VBZ'), 'parataxis', ('discovers', 'VBZ')), (('discovers', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('discovers', 'VBZ'), 'ccomp', ('belonged', 'VBD')), (('belonged', 'VBD'), 'mark', ('that', 'IN')), (('belonged', 'VBD'), 'nsubj', ('it', 'PRP')), (('belonged', 'VBD'), 'advmod', ('once', 'RB')), (('belonged', 'VBD'), 'nmod', ('somebody', 'NN')), (('somebody', 'NN'), 'case', ('to', 'TO')), (('somebody', 'NN'), 'acl', ('called', 'VBN')), (('called', 'VBN'), 'dobj', ('Riddle', 'NNP')), (('Riddle', 'NNP'), 'compound', ('T.M.', 'NNP')), (('discovers', 'VBZ'), 'cc', ('but', 'CC')), (('discovers', 'VBZ'), 'conj', ('blank', 'JJ')), (('blank', 'JJ'), 'nsubj', ('diary', 'NN')), (('diary', 'NN'), 'det', ('the', 'DT')), (('blank', 'JJ'), 'cop', ('is', 'VBZ')), (('blank', 'JJ'), 'advmod', ('completely', 'RB'))]"
"Ronald remembers from Ronald 's detention that Riddle had won an award for special service to the school fifty years before , as Ronald had another slug attack on the trophy .","['Ronald', 'detention', 'Riddle', 'service', 'school', 'Ronald', 'trophy']","['Ronald:remembers', 'detention:remembers', 'Riddle:won', 'service:award', 'school:won', 'Ronald:had', 'trophy:attack']","['award', 'attack']","['award:won', 'attack:had']",0.6486,"[(('remembers', 'VBZ'), 'nsubj', ('Ronald', 'NNP')), (('remembers', 'VBZ'), 'nmod', ('detention', 'NN')), (('detention', 'NN'), 'case', ('from', 'IN')), (('detention', 'NN'), 'nmod:poss', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS')), (('remembers', 'VBZ'), 'ccomp', ('won', 'VBN')), (('won', 'VBN'), 'mark', ('that', 'IN')), (('won', 'VBN'), 'nsubj', ('Riddle', 'NNP')), (('won', 'VBN'), 'aux', ('had', 'VBD')), (('won', 'VBN'), 'dobj', ('award', 'NN')), (('award', 'NN'), 'det', ('an', 'DT')), (('award', 'NN'), 'nmod', ('service', 'NN')), (('service', 'NN'), 'case', ('for', 'IN')), (('service', 'NN'), 'amod', ('special', 'JJ')), (('won', 'VBN'), 'nmod', ('school', 'NN')), (('school', 'NN'), 'case', ('to', 'TO')), (('school', 'NN'), 'det', ('the', 'DT')), (('school', 'NN'), 'advmod', ('years', 'NNS')), (('years', 'NNS'), 'amod', ('fifty', 'JJ')), (('years', 'NNS'), 'case', ('before', 'IN')), (('won', 'VBN'), 'advcl', ('had', 'VBD')), (('had', 'VBD'), 'mark', ('as', 'IN')), (('had', 'VBD'), 'nsubj', ('Ronald', 'NNP')), (('had', 'VBD'), 'dobj', ('attack', 'NN')), (('attack', 'NN'), 'det', ('another', 'DT')), (('attack', 'NN'), 'amod', ('slug', 'VBG')), (('attack', 'NN'), 'nmod', ('trophy', 'NN')), (('trophy', 'NN'), 'case', ('on', 'IN')), (('trophy', 'NN'), 'det', ('the', 'DT'))]"
"Hermione deduces that since this coincides with the last time the Chamber was opened , Tom might have received Tom 's prize for catching whoever was responsible for the attacks back then .","['Hermione', 'time', 'Tom', 'attacks']","['Hermione:deduces', 'time:coincides', 'Tom:received', 'attacks:responsible']","['Chamber', 'prize']","['Chamber:opened', 'prize:received']",0.4019,"[(('deduces', 'VBZ'), 'nsubj', ('Hermione', 'NNP')), (('deduces', 'VBZ'), 'ccomp', ('received', 'VBN')), (('received', 'VBN'), 'mark', ('that', 'IN')), (('received', 'VBN'), 'advcl', ('coincides', 'VBZ')), (('coincides', 'VBZ'), 'mark', ('since', 'IN')), (('coincides', 'VBZ'), 'nsubj', ('this', 'DT')), (('coincides', 'VBZ'), 'nmod', ('time', 'NN')), (('time', 'NN'), 'case', ('with', 'IN')), (('time', 'NN'), 'det', ('the', 'DT')), (('time', 'NN'), 'amod', ('last', 'JJ')), (('time', 'NN'), 'acl:relcl', ('opened', 'VBN')), (('opened', 'VBN'), 'nsubjpass', ('Chamber', 'NNP')), (('Chamber', 'NNP'), 'det', ('the', 'DT')), (('opened', 'VBN'), 'auxpass', ('was', 'VBD')), (('received', 'VBN'), 'nsubj', ('Tom', 'NNP')), (('received', 'VBN'), 'aux', ('might', 'MD')), (('received', 'VBN'), 'aux', ('have', 'VB')), (('received', 'VBN'), 'dobj', ('prize', 'NN')), (('prize', 'NN'), 'nmod:poss', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', (""'s"", 'POS')), (('received', 'VBN'), 'advcl', ('catching', 'VBG')), (('catching', 'VBG'), 'mark', ('for', 'IN')), (('catching', 'VBG'), 'ccomp', ('responsible', 'JJ')), (('responsible', 'JJ'), 'nsubj', ('whoever', 'WP')), (('responsible', 'JJ'), 'cop', ('was', 'VBD')), (('responsible', 'JJ'), 'nmod', ('attacks', 'NNS')), (('attacks', 'NNS'), 'case', ('for', 'IN')), (('attacks', 'NNS'), 'det', ('the', 'DT')), (('responsible', 'JJ'), 'advmod', ('then', 'RB')), (('then', 'RB'), 'advmod', ('back', 'RB'))]"
"Even though all attempts to extract information from the diary fail , Harry feels a strange compulsion to keep it .","['diary', 'Harry']","['diary:extract', 'Harry:feels']","['information', 'compulsion', 'it']","['information:extract', 'compulsion:feels', 'it:keep']",-0.6486,"[(('feels', 'VBZ'), 'advcl', ('attempts', 'VBZ')), (('attempts', 'VBZ'), 'advmod', ('Even', 'RB')), (('attempts', 'VBZ'), 'mark', ('though', 'IN')), (('attempts', 'VBZ'), 'nsubj', ('all', 'DT')), (('attempts', 'VBZ'), 'xcomp', ('extract', 'VB')), (('extract', 'VB'), 'mark', ('to', 'TO')), (('extract', 'VB'), 'dobj', ('information', 'NN')), (('extract', 'VB'), 'nmod', ('diary', 'NN')), (('diary', 'NN'), 'case', ('from', 'IN')), (('diary', 'NN'), 'det', ('the', 'DT')), (('diary', 'NN'), 'acl:relcl', ('fail', 'VBP')), (('feels', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('feels', 'VBZ'), 'dobj', ('compulsion', 'NN')), (('compulsion', 'NN'), 'det', ('a', 'DT')), (('compulsion', 'NN'), 'amod', ('strange', 'JJ')), (('compulsion', 'NN'), 'acl', ('keep', 'VB')), (('keep', 'VB'), 'mark', ('to', 'TO')), (('keep', 'VB'), 'dobj', ('it', 'PRP'))]"
