"paragraph","nrc_sentiment","no_of_interactions","sentence_id","joy","anticipation","surprise","trust","anger","sadness","disgust","fear","Valence","Arousal","Dominance"
" Harry would lay on is bed and read through the interesting books late at night with Hedwig swooping in and out of the window as Hedwig pleases , bringing back dead mice that Hedwig leaves lying around the room to make them the main reason Petunia avoids coming in to vacuum . The day before Harry is due to leave , Harry asks Vernon to take Harry to the King 's Cross station . Vernon agrees to take Harry but ridicules Harry for saying Harry is to leave from Platform Nine and Three-Quarters , as is marked on the ticket Rubeus gave Harry .",-0.2333333333,3," 195 196 197",0,0.0588235294,0.1176470588,0,0.2941176471,0.4117647059,0.0588235294,0.0588235294,0.54935,-1.00783,0.49043
" The following day , Harry arrives at the station and stands between platforms nine and ten , wondering how to find platform nine and three quarters . Vernon and Petunia leave Harry , and as Vernon and Petunia pulled away in Vernon and Petunia 's car , started laughing , leaving Harry quite stumped .",-0.225,2," 198 199",0.1428571429,0,0.1428571429,0,0.2857142857,0.4285714286,0,0,0.69667,-0.93,0.73625
" Finally , Harry overhears some people mention Hogwarts School of Witchcraft and Wizardry ; it is Weasley family who seem to be bound for the school . Harry asks Molly for help , and Molly tells Harry to run through the barrier between platforms nine and ten . Harry does so , and Harry is astonished to find the Hogwarts Express on the other side of the station . Harry , then , boards the Hogwarts Express . On the train , Harry is introduced to Fred and George , twins who are returning to school for their third year , and to Fred and George 's younger brother Ronald , another student who will be starting at Hogwarts . Fred and George have another brother , Percy , who is returning for Harry 's fifth year as a Prefect , and there are two elder Weasley brothers who have already left school .",0.325,6," 200 201 202 203 204 205",0.037037037,0.037037037,0.037037037,0.2592592593,0.2962962963,0.2592592593,0.037037037,0.037037037,0.71268,-1.11134,0.61973
" The Weasley family is poor , and Ronald can not afford the pastries sold on the train , so Harry buys a lot with Harry 's newfound wealth and shares them with Ronald . Ronald introduces Harry to such details of wizard life as Quidditch , Famous Witches and Wizards cards , and Bertie Bott 's Every Flavour Beans .",0.75,2," 206 207",0.125,0.125,0.125,0.125,0.25,0.25,0,0,1.12556,-0.86667,0.81972
" One of the cards bears the picture of Albus .",0,1," 208",0,0,0,0,0,0,0,0,1.22375,-1.6675,0.18125
" Harry also meets a somewhat annoying , overachieving girl named Hermione and sees again the unpleasant boy from the uniform shop , whose name is Draco , this time with Draco 's buddies , Vincent and Gregory . After Draco makes some rude comments about Ronald , Harry rejects Draco 's offer to advise Harry about associating with the right kind of wizards .",-0.15,2," 209 210",0.0666666667,0.0666666667,0,0.1333333333,0.2666666667,0.2666666667,0.1333333333,0.0666666667,0.59591,-1.07682,0.4075
" All the students have heard of Harry , and Harry is not sure how to respond to Harry 's fame .",0.75,1," 211",0,0,0,0,0.5,0.5,0,0,1.13286,-1.28286,1.25857
" Arriving at the station , the newcomers are led by Rubeus onto boats which they sail to the castle of Hogwarts . The new students are greeted at the castle door by Minerva , who tells them they will soon be sorted into their houses .",1,2," 212 213",0,0,0,0,0,0,0,0,1.1575,-0.98389,0.80639
" All Hogwarts students live in one of four residences : Gryffindor , Hufflepuff , Ravenclaw , or Slytherin , with each house having its own team for Quidditch .",0,1," 214",0,0,0,1,0,0,0,0,1.42625,-1.37,1.02
" The houses are in a yearlong competition with one another to acquire the most points , which are earned by success in Quidditch games and given by teachers for academic achievement , and lost for student infractions , in order to win the House Cup awarded at the end of the year .",2.45,1," 215",0.25,0.375,0,0.25,0,0.125,0,0,1.23042,-0.72167,0.98875
" As the students enter Hogwarts , ghosts appear in the hallway . The students are led to the Great Hall , where the entire school waits for them .",0.45,2," 216 217",0,0,0,1,0,0,0,0,0.64692,-1.18885,0.57577
" They see an old pointy hat on a stool .",0,1," 218",0,0,0,0,0,0,0,0,-0.224,-1.36,0.334
" When the students try on Sorting , it announces the house in which they are placed .",0,1," 219",0,0,0,0,0,0,0,0,1.13333,-1.2,1.10833
" Harry becomes very nervous . Harry has learned that Harry does not care for Slytherin house , as the students in it are unpleasant and Tom once belonged to Slytherin .",-0.25,2," 220 221",0,0.125,0,0,0.25,0.375,0.125,0.125,0.85909,-1.10364,0.77364
" The annoying girl Hermione from the train is Sorted into Gryffindor , much to Ronald 's displeasure .",-1.25,1," 222",0,0,0,0,0.5,0,0.5,0,0.5525,-0.62,0.1425
" Finally , it is Harry 's turn to wear Sorting . Harry quietly says to Harry `` not Slytherin , not Slytherin ! '' After a brief mental discussion with Sorting in which Sorting tries to suggest Slytherin to Harry , Sorting places Harry in Gryffindor . Harry is pleased to find that Ronald joins in Gryffindor with Harry .",0.3875,4," 223 224 225 226",0.125,0.0625,0.0625,0.1875,0.25,0.25,0.0625,0,0.98714,-1.13643,0.85286
" Draco is placed in Slytherin .",0,1," 227",0,0,0,0,0,0,0,0,1.02,-1.525,1.015
" Everyone sits down to a grand feast to begin the year . Harry is overwhelmed by the variety of luscious food served .",0.575,2," 228 229",0.2857142857,0.1428571429,0,0.1428571429,0.1428571429,0.2857142857,0,0,1.115,-0.835,0.69727
" Sir Nicholas de Mimsy-Porpington , the resident ghost of Gryffindor -LRB- popularly known as Nearly Headless Nick because of a botched decapitation -RRB- , introduces himself to the first-year students and tells them he hopes they will win the house championship this year .",-0.25,1," 230",0,0,0,0.5,0,0,0,0.5,0.88385,-0.46077,0.94923
" Over dessert , the discussion turns to the students ' upbringings . A student named Neville tells how Neville 's family thought Neville was a Squib until Neville survived a fall from a window .",0.575,2," 231 232",0,0.5,0,0,0,0.5,0,0,1.14692,-0.92692,0.74077
" Another student , Seamus , talks about how Seamus 's father , a Muggle , was shocked when he found out his wife -LRB- Seamus 's mother -RRB- was a witch .",-0.3,1," 233",0.2,0.1,0,0.3,0.1,0.1,0.1,0.1,1.001,-0.812,0.785
" Harry glances around the room and notices a few of the teachers talking to one another .",0,1," 234",0,0,0,0,0.5,0.5,0,0,1.225,-1.95833,0.66167
" One of them , while speaking to Quirinus , stares malevolently at Harry , who immediately feels a sharp pain in Harry 's forehead scar .",-2.25,1," 235",0,0.1111111111,0,0,0.2222222222,0.3333333333,0.1111111111,0.2222222222,-0.16125,-0.30625,0.29
" Harry asks Percy the prefect who he is , and finds out that this man is Severus , who teaches Potions .",0,1," 236",0,0,0,0,0.5,0.5,0,0,1.22143,-1.275,0.84643
" After dessert , Albus gets up to make Albus 's welcome speech .",1.35,1," 237",0,0,0,0,0,0,0,0,1.454,-0.86,1.104
" Albus adds a few warnings about staying away from the Forbidden Forest and avoiding the rd-floor corridor on the right side of the school before sending everyone off to bed in their Common rooms .",-0.7,1," 238",0,0,0,0.5,0,0,0,0.5,0.90333,-1.3425,0.93
" On the way , the Gryffindors run into Peeves the Poltergeist and upon arriving , meet the Fat Lady who lets them into Gryffindor Tower after Percy gives her the password .",-0.5,1," 239",0,0,0,0,0,0.5,0.5,0,0.71864,-0.86727,0.50364
" Harry has trouble sleeping due to dream Harry has . In it , Harry is wearing Quirinus 's turban , which is demanding Harry to transfer to Slytherin .",-0.375,2," 240 241",0,0,0,0,0.5,0.5,0,0,0.55333,-1.01667,0.21
" Harry refuses , and the headwear becomes more heavier on Harry 's head . Severus and Draco appear laughing at Harry , then the dream ends with a flash of green light that causes Harry to wake up at midnight and fall asleep again , forgetting about it immediately afterwards .",-0.1,2," 242 243",0.2222222222,0.1111111111,0,0.1111111111,0.2222222222,0.3333333333,0,0,0.66875,-0.90812,0.26
" Harry finds life at Hogwarts unfamiliar and strange .",-1.1,1," 244",0,0,0,0,0.5,0.5,0,0,0.4975,-0.5525,0.3525
" Everyone talks about Harry , and an adult always seems to be around when Harry is doing something wrong .",-0.75,1," 245",0,0,0,0,0.5,0.5,0,0,0.57143,-1.17143,0.45286
" It is hard to find Harry 's way to classes due to the forty-two changing staircases and tricky doorways .",-0.25,1," 246",0,0,0,0,0.5,0.5,0,0,0.431,-1.098,0.281
" The people in the Hogwarts portraits have been no help to Harry , for they ignore some students and visit each other , nor have the ghosts , whom always scare Harry when they glide through a door Harry is trying to open .",-0.5,1," 247",0.125,0.25,0.125,0,0.25,0.125,0,0.125,0.61676,-0.90147,0.77382
" Only Nearly-Headless Nick points new Gryffindors in the right direction , but Peeves is worth two locked doors and a tricky staircase whenever Harry runs into Peeves when late for class . Even worse than Peeves if anyhow possible is the school caretaker Argus , who both Harry and Ronald get on the bad side of on Harry and Ronald 's very first morning , when Argus finds Harry and Ronald trying to force their way through a door which turns out to be entance of the out-of-bounds third floor corridor . Argus threatens to lock Harry and Ronald in the dungeons , but the two boys are luckily rescued by Quirinus , who is passing by .",0.0333333333,3," 248 249 250",0,0,0,0.1176470588,0.2941176471,0.3529411765,0.0588235294,0.1764705882,0.60179,-1.05071,0.37298
" All the classes become very interesting to Harry , with the only exception being History of Magic , and Harry learns that there is a lot more to magic other than waving Harry 's wand and saying a few funny words .",1.8,1," 251",0,0,0,0,0.6666666667,0.3333333333,0,0,1.25313,-0.62938,0.765
" In Harry 's first Transfiguration class on Thursday , Minerva transfigures Minerva 's desk into a pig and then back again while explaining how Transfiguration itself is some of the most complex and dangerous magic to be learned , and anyone who will get caught messing around with it will have to banned from the class .",-1.5,1," 252",0,0,0,0,0.25,0.25,0.25,0.25,0.369,-0.8755,0.4505
" the entire class is very impressed , but soon realise that they are not gon na be changing furniture into animals .",0.5,1," 253",0,0,0,0,0,0,0,0,1.06,-1.23667,0.57111
" Only Hermione is able to make any progress at turning a match into a needle , for which Minerva gives Hermione a rare smile , but Harry is relieved to see that Harry 's peers are just as lost as Harry is .",1.75,1," 254",0.25,0.125,0.125,0.125,0.125,0.25,0,0,1.07618,-1.06676,0.83382
" When time comes to transition to Defence Against the Dark Arts class -LRB- the class everyone is looking forward to -RRB- every morning , the lesson turns into more of a joke , as Quirinus keeps going on with stories about Quirinus 's travels in the year prior , such as when Quirinus had ward off a vampire in Romania -LRB- whom Quirinus is afraid will come back and get Quirinus -RRB- , and when Quirinus had earned Quirinus 's turban from an African prince for saving him from a troublesome zombie .",0.8,1," 255",0,0.2,0,0.1,0.2,0.1,0.1,0.3,0.56386,-0.97857,0.378
" During breakfast the first Friday , Hedwig arrives with a tea invitation from Rubeus .",0.85,1," 256",0,1,0,0,0,0,0,0,1.948,-0.622,1.496
" Later , in Severus 's Potions class , Harry discovers that Severus hates Harry , mocking Harry as `` our new celebrity '' and then humiliating Harry for Harry 's ignorance of potion-making materials .",-2.2,1," 257",0.0833333333,0.0833333333,0.0833333333,0.0833333333,0.25,0.1666666667,0.25,0,-0.27889,-0.07333,-0.13667
" Harry brings Ronald with Harry to Rubeus 's shack for tea . Harry and Ronald are disconcerted by Rubeus 's huge and fierce-looking dog , Fang , but discover that Fang is gentle . Rubeus tells Harry that Harry is overreacting to Severus 's treatment , asserting that Severus would have no reason to hate Harry .",-0.1333333333,3," 258 259 260",0,0,0,0.0588235294,0.2941176471,0.2941176471,0.1764705882,0.1764705882,0.44524,-0.89429,0.47571
" Harry happens to notice an article from the wizard newspaper , the Daily Prophet , detailing a break-in that occurred at Gringotts bank in a vault that had been emptied earlier in the day . Harry realises that it happened on Harry 's birthday , the day Harry and Rubeus went to Gringotts .",0.9,2," 261 262",0.0714285714,0.2857142857,0.2142857143,0.1428571429,0.1428571429,0.1428571429,0,0,0.81711,-1.40263,0.255
" Furthermore , Harry remembers that Rubeus emptied vault seven hundred and thirteen , taking a small package with Rubeus as Rubeus left . Harry leaves Rubeus 's , Harry 's mind filled with questions .",0,2," 263 264",0,0,0,0,0.5,0.5,0,0,0.45429,-1.15571,0.36857
" Harry has been at Hogwarts for around two weeks when Harry finds out that the Gryffindors will have flying lessons with the Slytherins , much to Harry 's disliking .",-0.7,1," 265",0,0,0,0,0.3333333333,0.3333333333,0,0.3333333333,0.87444,-1.41667,0.79889
" Harry does not want to spend more time with Draco than Harry has to .",0,1," 266",0,0.3333333333,0,0,0.3333333333,0.3333333333,0,0,0.787,-0.948,0.716
" However , Harry finds that Harry is quite a natural at flying .",0.7,1," 267",0,0,0,0,0.3333333333,0.3333333333,0,0.3333333333,1.2775,-1.12,0.545
" Rolanda leads the class , gently sending the new fliers off the ground .",1.2,1," 268",0,0,0,1,0,0,0,0,0.6675,-0.95667,0.1125
" Neville has an accident when Neville 's broom runs amok and breaks Neville 's wrist . Rolanda takes Neville to the hospital , telling everyone to stay on the ground while Rolanda is away .",-0.45,2," 269 270",0,0,0.1428571429,0.2857142857,0,0.2857142857,0,0.2857142857,0.04,-0.9725,-0.07125
" Draco notices a Remembrall belonging to Neville , picks it up , and begins to fly around with it . Harry goes after Draco , who throws Remembrall in the air .",0,2," 271 272",0,0,0,0,0.5,0.5,0,0,1.17562,-1.20562,0.5825
" Harry catches Remembrall spectacularly and lands safely back on ground . Just then , Minerva arrives , reprimanding Harry and ordering Harry to follow Minerva . But instead of punishing Harry , Minerva introduces Harry to Oliver , captain of the Gryffindor Quidditch team , and makes Harry the Gryffindor team 's new Seeker . At dinner , Harry excitedly tells Ronald about joining the Quidditch team but tells Ronald that Oliver wants it to be a secret .",0.8,4," 273 274 275 276",0,0,0,0.2666666667,0.3333333333,0.3333333333,0,0.0666666667,0.60438,-0.99854,0.52333
" Draco comes over with Draco 's cronies Vincent and Gregor and teases Harry about getting in trouble earlier . The tension grows and Draco challenges Harry to a wizard 's duel . Harry accepts , in spite of Hermione 's attempt to dissuade Harry and Draco from breaking the school rules . As Harry and Ronald sneak out later that night , Hermione tries to stop Harry and Ronald but gets locked out of the dorm -LRB- the Fat Lady has gone for an evening stroll -RRB- and must tag along . Neville also joins Harry and Ronald , as Neville has forgotten the password to the common room and ended up sleeping on the floor outside . Harry and Ronald arrive at the Trophy Room , the site of the duel , but Draco is nowhere to be found . Suddenly , Harry and Ronald hear Argus and Norris , enter the room . With it obvious that Draco tricked them , they begin to hide and then run away . Not sure where they are going , they accidentally end up in the forbidden area on the third floor , staring at a large and scary Fluffy . The children manage to get back to their dorm safely , though they are terrified . Hermione reprimands Harry , but stirs Harry 's curiosity by pointing out that Fluffy was standing on a trapdoor . The next morning , Harry and Ronald are discussing what the dog could be guarding when the mail arrives . Harry receives a Nimbus  , along with a note from Minerva summoning Harry to Quidditch practise . Draco tells Harry that first-year students are not allowed broomsticks . Draco then tries to report Harry to Filius who just expresses admiration for Harry 's talent having heard from Minerva .",-0.3,15," 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291",0.0491803279,0.1475409836,0.0983606557,0.0983606557,0.2786885246,0.2295081967,0.0163934426,0.0819672131,0.56648,-1.00167,0.48448
" Harry later meets Oliver to learn the basics of Quidditch , including the various positions on a standard Quidditch team and the implements used in the game .",1.4,1," 292",0,0,0,0.3333333333,0.3333333333,0.3333333333,0,0,0.78182,-1.165,0.81182
" Oliver explains Harry 's role as a Seeker : Harry 's job is to avoid other players and catch Golden . A Quidditch game can not end until Golden is caught , making the Seeker the most important player on a team .",0.675,2," 293 294",0,0,0.1666666667,0.3333333333,0.1666666667,0.1666666667,0,0.1666666667,0.90929,-0.76619,0.62762
" On Hallowe'en , Filius begins teaching his students how to make things fly , using the '' Wingardium Leviosa '' spell .",0,1," 295",0,0,0,0,0,0,0,0,1.11813,-1.12688,0.8475
" Only Hermione succeeds ; Ronald , offended by her air of superiority , utters a nasty comment that Hermione overhears .",-0.5,1," 296",0,0,0,0,0.3333333333,0.3333333333,0.1666666667,0.1666666667,-0.09375,-0.3225,0.41
" Harry notices Hermione running off in tears .",-0.8,1," 297",0,0,0,0,0.5,0.5,0,0,0.18333,-0.48,0.485
" Harry and Ronald arrive at the Hallowe'en feast to hear Quirinus , the teacher of Defence Against the Dark Arts , give a terrifying announcement about a twelve-foot troll in the building .",-2.05,1," 298",0,0.25,0,0.125,0.25,0.25,0,0.125,1.00455,-0.63455,0.43909
" As the prefects lead the students back to their dorms , Harry realises that Hermione does not know about the troll . Harry and Ronald head off to warn Hermione and come upon the troll . Unwittingly , Harry and Ronald lock it in the girls ' bathroom only to realise that Hermione is trapped in there with the troll . Using teamwork , magic , and a lot of luck , the two of them manage to knock out the troll . Minerva finds Harry and Ronald and begins to scold the boys .",-0.71,5," 299 300 301 302 303",0.0357142857,0.0714285714,0.0714285714,0.0714285714,0.3214285714,0.1785714286,0.0357142857,0.2142857143,0.43983,-0.94633,0.24983
" Hermione interjects that Harry and Ronald were looking for Hermione . Hermione then lies , saying that Hermione went to face the troll herself and that Harry and Ronald had been trying to save Hermione 's from it . At this point , Hermione befriends Harry and Ronald .",-0.4333333333,3," 304 305 306",0.1,0,0,0.1,0.4,0.3,0,0.1,0.67,-0.88429,0.68429
" As November begins , so does the Quidditch season , and Harry is about to play in Harry 's first match against Slytherin .",0,1," 307",0,0,0,0,0.5,0.5,0,0,1.50714,-1.43429,1.04643
" To prepare , Harry borrows a book entitled -LCB- -LCB- QTA -RCB- -RCB- from Hermione . Severus discovers Harry , Ronald and Hermione out with the book one evening and confiscates it from Harry on the feeble pretext that library books may not be taken outside of the school .",-0.15,2," 308 309",0,0.1428571429,0,0.1428571429,0.2857142857,0.4285714286,0,0,0.72118,-1.22,0.75235
" Harry 's suspicions of Severus continue to grow . Harry starts to notice that Severus is limping .",-0.05,2," 310 311",0.1111111111,0.2222222222,0,0.2222222222,0.2222222222,0.2222222222,0,0,0.22286,-1.26286,0.31143
" Going off to retrieve the book from Severus , Harry overhears Severus talking to Argus about the fact that Fluffy has attacked Severus , leaving a cut on Severus 's leg , which makes Harry even more suspicious .",-2,1," 312",0,0.2,0,0.2,0.4,0.2,0,0,0.39733,-0.862,0.36333
" The next morning , the Quidditch match begins .",0,1," 313",0,0,0,0,0,0,0,0,1.26,-1.7,0.99833
" Harry spots Golden early in the game , and is flying toward Golden when Marcus pushes Harry out of the way and is penalised .",0.7,1," 314",0,0,0,0,0.3333333333,0.3333333333,0,0.3333333333,1.35667,-1.04889,0.24222
" Later in the game , Harry 's broom begins jerking uncontrollably . Rubeus comments that only Dark magic could make a broomstick so hard to manage .",-0.6,2," 315 316",0,0,0,0.25,0.25,0.5,0,0,0.38045,-0.77591,0.51091
" Hermione notices that Severus is staring at Harry and muttering to himself , signs of casting a curse . As two of Harry 's teammates , the Weasley twins , try to rescue Harry in the air , Hermione rushes over to Severus in such a hurry that Hermione knocks Quirinus over , sneaks behind Severus , and sets Severus 's robe on fire .",-0.7,2," 317 318",0.0714285714,0.1428571429,0.0714285714,0.0714285714,0.2142857143,0.2142857143,0.0714285714,0.1428571429,0.266,-0.7905,0.423
" Suddenly , the spell on Harry 's broom is broken and Harry is once again in control .",-0.75,1," 319",0,0,0.1666666667,0,0.3333333333,0.3333333333,0,0.1666666667,0.3175,-0.94167,0.475
" Harry starts speeding toward the ground and lands , catching Golden in Harry 's mouth and nearly swallowing it . Rubeus takes Harry back to Rubeus 's hut with Ronald and Hermione , who tells Harry that Severus was putting a curse on Severus 's broomstick . Rubeus does not believe this , asking why Severus would try to kill Harry .",-0.3,3," 320 321 322",0,0,0.0666666667,0.0666666667,0.2666666667,0.4,0.0666666667,0.1333333333,0.47568,-0.99682,0.61273
" Harry tells Rubeus about Severus getting injured by Fluffy in the third-floor corridor .",-0.75,1," 323",0,0,0,0,0.25,0.5,0,0.25,0.394,-0.918,0.254
" Rubeus involuntarily reveals that Fluffy is Rubeus 's , and that what Fluffy is guarding is a secret known only to Albus and a man named Nicolas .",-0.6,1," 324",0,0,0,1,0,0,0,0,1.14182,-1.385,0.56227
" Christmas is approaching .",0,1," 325",0,1,0,0,0,0,0,0,1.66667,-0.39667,0.89
" Draco teases Harry about having to stay at Hogwarts for the holiday , as Harry does not have parents .",0.8,1," 326",0.25,0.25,0,0,0.25,0.25,0,0,0.90714,-0.98143,0.73
" Harry , however , is looking forward to spending Christmas away from Vernon and Petunia , especially because Ronald is also staying at Hogwarts , as Mr and Mrs Weasley are going to visit Ronald 's older brother Charles in Romania .",1.4,1," 327",0,0,0,0.25,0.25,0.5,0,0,1.38091,-0.90909,0.6
" The day before the holidays , Hermione tears Harry and Ronald away from a conversation with Rubeus to look in the library for more information about Nicolas . The librarian , Irma , catches Harry prowling around the restricted-books section of the library and kicks Harry out . On Christmas Day , Harry and Ronald awaken to presents , though Harry 's are fewer .",0.5333333333,3," 328 329 330",0,0,0,0,0.5,0.5,0,0,0.96333,-1.20722,0.81639
" Harry receives a flute from Rubeus , a  pence coin from the Vernon and Petunia , some fudge and Chocolate Frogs from Hermione , and a knitted jumper from Molly . Harry also receives an Invisibility cloak accompanied only by an anonymous note telling Harry that the cloak once belonged to Harry 's father and to `` use it well . ''",0.4666666667,3," 331 332",0.125,0.125,0,0.25,0.25,0.25,0,0,1.1165,-0.974,0.614
" That night , after a satisfying Christmas dinner and after Ronald has fallen asleep , Harry tries on Harry 's Invisibility Cloak . Unseen , Harry is able to go to the library 's restricted-books section . But one of the books starts screaming when Harry opens it , so Harry quickly leaves .",0.4,3," 333 334 335",0,0,0,0,0.4444444444,0.3333333333,0.1111111111,0.1111111111,0.82405,-1.00286,0.4969
" Harry passes Argus and hides in an old classroom as Argus is getting Severus to help Argus search the corridors .",0,1," 336",0,0,0,0,0.5,0.5,0,0,0.43667,-1.09444,0.25444
" Inside stands an old mirror in a gold frame with the inscription '' `` Erised stra ehru oyt ube cafru oyt on wohsi '' '' -LRB- `` I show not your face , but your heart 's desire '' -RRB- .",1.1,1," 337",0,0,0,1,0,0,0,0,0.8895,-0.2955,0.6175
" Harry looks in Mirror and sees many people standing behind Harry , but when Harry turns around in the room , Harry sees no one .",0,1," 338",0,0,0,0,0.5,0.5,0,0,0.83333,-1.39778,0.72667
" Suddenly , Harry recognises that two of the people in Mirror are Lily and James . Harry tries to speak to Lily and James , but Lily and James can only communicate by waving . Harry lingers there a while but eventually returns to Harry 's room .",0.0666666667,3," 339 340 341",0,0,0.125,0.125,0.375,0.375,0,0,1.06533,-1.461,0.55333
" The next night , Harry brings Ronald with Harry to Mirror room . Ronald does not see James and Lily in Mirror , but instead sees Ronald holding the Quidditch Cup . Norris , Argus 's prowling cat , notices Harry and Ronald . On the third night , Ronald is afraid of being caught and does not want to go back , as Ronald does not trust Mirror , so Harry returns alone .",-0.2125,4," 342 343 344 345",0,0,0,0.125,0.375,0.375,0,0.125,0.71724,-1.1231,0.48276
" There he finds Albus .",0,1," 346",0,0,0,0,0,0,0,0,1.45,-1.48,1.24
" Albus explains to Harry that Mirror , which is known as Mirror , displays the deepest desires of whoever looks into it .",0,1," 347",0,0,0,0,0.5,0.5,0,0,1.175,-0.8075,0.86625
" Harry is relieved to find that Albus is not angry . However , Albus warns Harry that men have wasted away and been driven mad before Mirror and informs Harry that Mirror will be moved to a new location and tells Harry not to go looking for it .",-0.15,2," 348 349",0,0,0,0,0.4166666667,0.25,0.25,0.0833333333,0.48261,-0.81239,0.56413
" When Harry asks what Albus sees in The , Albus 's answer is `` himself holding a pair of socks . ''",0,2," 350",0,0,0,0,0.5,0.5,0,0,0.84714,-1.27,0.89
" Harry finds it hard to forget the image of James and Lily . Quidditch practise continues on even harder and it is revealed that Severus will referee the next match .",-0.375,2," 351 352",0,0.25,0,0.25,0.25,0.25,0,0,0.54292,-1.47375,0.52042
" Draco performs a leg-locker curse on Neville , and to cheer Neville up , Harry tells Neville Neville is `` Worth twelve of Draco . ''",0.375,2," 353",0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.54167,-0.60167,0.60667
" Harry suddenly remembers that Harry read the name Nicolas on a chocolate frog card , which reminds Hermione that Hermione had seen the name in a book she picked up from the library , and the team discover that Nicolas was a famous alchemist who is the only known maker of Philosopher , whose powers include turning any metal to gold and producing the Elixir of Life , a potion that can make the drinker immortal .",3.65,1," 354",0.125,0.125,0.125,0.375,0.125,0.125,0,0,1.04591,-1.03879,0.82455
" The Gryffindor versus Hufflepuff Quidditch match arrives and Severus , who referees the match , is predictably biassed , while on the stands Ronald and Neville get into a scuffle with Vincent , Gregory and Draco after Draco made some rude comments towards the players of their house 's team as well as both of them . Harry catches Golden and wins the match under five minutes , though Ronald did not see this due to fighting Draco , and Neville is sent to the hospital wing due to the injuries Neville sustained from fighting both Vincent and Gregory . Later , Harry notices and follows Severus into the Forbidden Forest by broomstick where Severus meets Quirinus and they speak of Philosopher . Harry thinks that Severus is trying to force Quirinus to help Severus get Philosopher so Severus can get rich , to the alarm of both Ronald and Hermione who fear Quirinus will talk . Harry , Ronald and Hermione meet with Rubeus , who confirms Philosopher is being kept at Hogwarts .",-0.18,5," 355 356 357 358 359",0,0,0.0434782609,0.2173913043,0.347826087,0.2173913043,0,0.1739130435,0.61703,-0.90924,0.67517
" Hermione charms Rubeus into talking about the enchantments used to guard it : Fluffy , the three headed dog , is Rubeus 's , along with enchantments from Minerva , Filius , Pomona and Quirinus and Severus .",-0.25,1," 360",0,0,0,0.5,0,0,0,0.5,1.38455,-0.78182,0.52
" After this , Harry complains about the high temperature in Rubeus 's hut , only to discover Rubeus has a Norwegian Ridgeback dragon egg , which Harry names Norberta once it has hatched .",-0.5,1," 361",0,0,0,0,0.25,0.5,0,0.25,0.63273,-0.77636,0.50636
" Draco , who has been spying then , discovers the dragon . To solve the problem , they convince Rubeus to send the dragon off to Ronald 's brother Charlie .",0.475,2," 362 363",0,0.1428571429,0,0.2857142857,0,0.1428571429,0,0.4285714286,0.89909,-0.47727,0.60364
" Ronald 's hand is bitten by the dragon , and Ronald is sent off to Poppy .",0,1," 364",0,0,0,0,0,0,0,1,0.77333,-0.86333,0.76167
" Harry and Hermione smuggle Norberta in a crate up to the tallest tower under Harry 's Invisibility cloak and on the way Harry , Ronald and Hermione see Minerva hauling Draco away to detention for being out of bed at night and speaking `` lies '' about Harry and a dragon .",-2.3,1," 365",0,0,0,0,0.2,0.4,0,0.4,0.311,-1.06167,0.269
" Harry , Ronald and Hermione pass the crate off to Charlie 's friends , and head back down the stairs , where Harry , Ronald and Hermione meet up with Argus , realising too late Harry , Ronald and Hermione have left the Invisibility Cloak behind . Argus takes Harry and Hermione to Minerva 's office , where Harry and Hermione meet Neville .",-0.125,2," 366 367",0,0,0,0,0.4,0.6,0,0,0.29467,-1.04933,0.35933
" Minerva , very disappointed , takes  points each from the three of them and gives them all detention , which they will serve with Draco .",-1.5,1," 368",0,0,0,0.2,0.2,0.4,0.2,0,0.005,-1.00375,0.45375
" Their popularity with the other students suffers because of this .",-0.15,1," 369",0,0,0,0,0,0,0,0,-0.08,-0.8625,0.5
" A week or so before exams , Harry hears Quirinus , sounding as if Harry is being threatened .",-0.5,1," 370",0,0,0,0,0.5,0.5,0,0,0.38429,-0.83286,0.13857
" So , Harry heads to the library to tell Ronald and Hermione . Ronald and Hermione are convinced Severus was threatening Quirinus , and means to steal Philosopher soon , and Hermione suggests Ronald and Hermione go to Albus .",-0.075,2," 371 372",0,0,0,0.2,0.3,0.2,0.1,0.2,0.25636,-0.87045,0.31727
" Harry refuses , saying that Ronald and Hermione have no proof . Harry , Neville and Hermione receive notes from Minerva telling Harry , Neville and Hermione Harry , Neville and Hermione 's detention will begin at eleven that night . Argus takes Harry , Neville and Hermione out to the Forbidden Forest , where Rubeus awaits to take Harry , Neville and Hermione in to do a bit of investigating .",-0.85,3," 373 374 375",0,0,0,0.125,0.375,0.5,0,0,0.48658,-1.16132,0.55263
" Rubeus shows Harry , Neville and Hermione some silver unicorn blood , and says Harry , Neville and Hermione need to find the unicorn that is hurt . Harry , Neville and Hermione split up , with Rubeus taking Harry and Hermione , and Neville and Draco going with Fang .",-0.625,2," 376 377",0,0,0,0,0.375,0.375,0,0.25,0.52071,-0.50286,0.42929
" Rubeus encounters a few centaurs , named Ronan and Bane , but gets no useful information from Ronan and Bane .",0.4,1," 378",0,0,0,0,0.3333333333,0,0.3333333333,0.3333333333,0.44286,-1.37143,0.04143
