Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
A furious Minerva takes fifty points away from Slytherin and sentences all four of them to detention as punishment .,"['Minerva', 'Slytherin', 'sentences', 'them', 'detention', 'punishment']","['Minerva:takes', 'Slytherin:takes', 'sentences:takes', 'them:four', 'detention:takes', 'punishment:detention']",['points'],['points:takes'],-0.8481,"[(('takes', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'det', ('A', 'DT')), (('Minerva', 'NNP'), 'amod', ('furious', 'JJ')), (('takes', 'VBZ'), 'dobj', ('points', 'NNS')), (('points', 'NNS'), 'amod', ('fifty', 'JJ')), (('takes', 'VBZ'), 'compound:prt', ('away', 'RP')), (('takes', 'VBZ'), 'nmod', ('Slytherin', 'NNP')), (('Slytherin', 'NNP'), 'case', ('from', 'IN')), (('Slytherin', 'NNP'), 'cc', ('and', 'CC')), (('Slytherin', 'NNP'), 'conj', ('sentences', 'NNS')), (('takes', 'VBZ'), 'dobj', ('four', 'CD')), (('four', 'CD'), 'det', ('all', 'DT')), (('four', 'CD'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('of', 'IN')), (('takes', 'VBZ'), 'nmod', ('detention', 'NN')), (('detention', 'NN'), 'case', ('to', 'TO')), (('detention', 'NN'), 'nmod', ('punishment', 'NN')), (('punishment', 'NN'), 'case', ('as', 'IN'))]"
The Gryffindors celebrate until Minerva tells them to go to bed .,"['Minerva', 'bed']","['Minerva:tells', 'bed:go']",['them'],['them:tells'],0.5719,"[(('celebrate', 'VBP'), 'nsubj', ('Gryffindors', 'NNPS')), (('Gryffindors', 'NNPS'), 'det', ('The', 'DT')), (('celebrate', 'VBP'), 'advcl', ('tells', 'VBZ')), (('tells', 'VBZ'), 'mark', ('until', 'IN')), (('tells', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('tells', 'VBZ'), 'dobj', ('them', 'PRP')), (('tells', 'VBZ'), 'xcomp', ('go', 'VB')), (('go', 'VB'), 'mark', ('to', 'TO')), (('go', 'VB'), 'nmod', ('bed', 'NN')), (('bed', 'NN'), 'case', ('to', 'TO'))]"
But Ronald still refuses to reconcile with Hermione,"['Ronald', 'Hermione']","['Ronald:refuses', 'Hermione:reconcile']",[],[],0.0,"[(('refuses', 'VBZ'), 'cc', ('But', 'CC')), (('refuses', 'VBZ'), 'nsubj', ('Ronald', 'NNP')), (('refuses', 'VBZ'), 'advmod', ('still', 'RB')), (('refuses', 'VBZ'), 'xcomp', ('reconcile', 'VB')), (('reconcile', 'VB'), 'mark', ('to', 'TO')), (('reconcile', 'VB'), 'nmod', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', ('with', 'IN'))]"
"That night , Ronald wakes up to Sirius slashing Ronald 's bed curtains in the boys ' dormitory .","['Ronald', 'Sirius', 'dormitory']","['Ronald:wakes', 'Sirius:wakes', 'dormitory:slashing']",['curtains'],['curtains:slashing'],-0.2732,"[(('wakes', 'VBZ'), 'nmod:tmod', ('night', 'NN')), (('night', 'NN'), 'det', ('That', 'DT')), (('wakes', 'VBZ'), 'nsubj', ('Ronald', 'NNP')), (('wakes', 'VBZ'), 'compound:prt', ('up', 'RP')), (('wakes', 'VBZ'), 'nmod', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'case', ('to', 'TO')), (('wakes', 'VBZ'), 'xcomp', ('slashing', 'VBG')), (('slashing', 'VBG'), 'dobj', ('curtains', 'NNS')), (('curtains', 'NNS'), 'nmod:poss', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS')), (('curtains', 'NNS'), 'compound', ('bed', 'NN')), (('slashing', 'VBG'), 'nmod', ('dormitory', 'NN')), (('dormitory', 'NN'), 'case', ('in', 'IN')), (('dormitory', 'NN'), 'nmod:poss', ('boys', 'NNS')), (('boys', 'NNS'), 'det', ('the', 'DT')), (('boys', 'NNS'), 'case', (""'"", 'POS'))]"
Everyone thinks it might be a nightmare but the curtains are indeed ripped and Sir Cadogan proves Ronald right beyond any reasonable doubt when he happily admits he let Sirius into Gryffindor Tower .,"['Everyone', 'it', 'Cadogan', 'Ronald', 'doubt', 'he', 'he', 'Tower']","['Everyone:thinks', 'it:nightmare', 'Cadogan:proves', 'Ronald:admits', 'doubt:right', 'he:admits', 'he:let', 'Tower:let']","['curtains', 'Sirius']","['curtains:ripped', 'Sirius:let']",0.6652,"[(('thinks', 'VBZ'), 'nsubj', ('Everyone', 'NN')), (('thinks', 'VBZ'), 'ccomp', ('nightmare', 'NN')), (('nightmare', 'NN'), 'nsubj', ('it', 'PRP')), (('nightmare', 'NN'), 'aux', ('might', 'MD')), (('nightmare', 'NN'), 'cop', ('be', 'VB')), (('nightmare', 'NN'), 'det', ('a', 'DT')), (('thinks', 'VBZ'), 'cc', ('but', 'CC')), (('thinks', 'VBZ'), 'conj', ('ripped', 'VBN')), (('ripped', 'VBN'), 'nsubjpass', ('curtains', 'NNS')), (('curtains', 'NNS'), 'det', ('the', 'DT')), (('ripped', 'VBN'), 'auxpass', ('are', 'VBP')), (('ripped', 'VBN'), 'advmod', ('indeed', 'RB')), (('thinks', 'VBZ'), 'cc', ('and', 'CC')), (('thinks', 'VBZ'), 'conj', ('proves', 'VBZ')), (('proves', 'VBZ'), 'nsubj', ('Cadogan', 'NNP')), (('Cadogan', 'NNP'), 'compound', ('Sir', 'NNP')), (('proves', 'VBZ'), 'xcomp', ('admits', 'VBZ')), (('admits', 'VBZ'), 'nsubj', ('Ronald', 'NNP')), (('admits', 'VBZ'), 'dep', ('right', 'JJ')), (('right', 'JJ'), 'nmod', ('doubt', 'NN')), (('doubt', 'NN'), 'case', ('beyond', 'IN')), (('doubt', 'NN'), 'det', ('any', 'DT')), (('doubt', 'NN'), 'amod', ('reasonable', 'JJ')), (('admits', 'VBZ'), 'advmod', ('when', 'WRB')), (('admits', 'VBZ'), 'nsubj', ('he', 'PRP')), (('admits', 'VBZ'), 'advmod', ('happily', 'RB')), (('admits', 'VBZ'), 'ccomp', ('let', 'VB')), (('let', 'VB'), 'nsubj', ('he', 'PRP')), (('let', 'VB'), 'dobj', ('Sirius', 'NNS')), (('let', 'VB'), 'nmod', ('Tower', 'NNP')), (('Tower', 'NNP'), 'case', ('into', 'IN')), (('Tower', 'NNP'), 'compound', ('Gryffindor', 'NNP'))]"
Sirius apparently had the whole week 's passwords on a piece of paper .,"['Sirius', 'piece', 'paper']","['Sirius:had', 'piece:had', 'paper:piece']",['passwords'],['passwords:had'],0.0,"[(('had', 'VBD'), 'nsubj', ('Sirius', 'NNS')), (('had', 'VBD'), 'advmod', ('apparently', 'RB')), (('had', 'VBD'), 'dobj', ('passwords', 'NNS')), (('passwords', 'NNS'), 'nmod:poss', ('week', 'NN')), (('week', 'NN'), 'det', ('the', 'DT')), (('week', 'NN'), 'amod', ('whole', 'JJ')), (('week', 'NN'), 'case', (""'s"", 'POS')), (('had', 'VBD'), 'nmod', ('piece', 'NN')), (('piece', 'NN'), 'case', ('on', 'IN')), (('piece', 'NN'), 'det', ('a', 'DT')), (('piece', 'NN'), 'nmod', ('paper', 'NN')), (('paper', 'NN'), 'case', ('of', 'IN'))]"
"A furious Minerva demands to know who wrote down the passwords and lost them , to which Neville admits to being the perp .","['Minerva', 'Neville']","['Minerva:demands', 'Neville:admits']","['passwords', 'them']","['passwords:wrote', 'them:lost']",-0.5859,"[(('demands', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'det', ('A', 'DT')), (('Minerva', 'NNP'), 'amod', ('furious', 'JJ')), (('demands', 'VBZ'), 'xcomp', ('know', 'VB')), (('know', 'VB'), 'mark', ('to', 'TO')), (('know', 'VB'), 'ccomp', ('wrote', 'VBD')), (('wrote', 'VBD'), 'nsubj', ('who', 'WP')), (('wrote', 'VBD'), 'compound:prt', ('down', 'RP')), (('wrote', 'VBD'), 'dobj', ('passwords', 'NNS')), (('passwords', 'NNS'), 'det', ('the', 'DT')), (('wrote', 'VBD'), 'cc', ('and', 'CC')), (('wrote', 'VBD'), 'conj', ('lost', 'VBD')), (('lost', 'VBD'), 'dobj', ('them', 'PRP')), (('wrote', 'VBD'), 'advcl', ('admits', 'VBZ')), (('admits', 'VBZ'), 'mark', ('to', 'TO')), (('admits', 'VBZ'), 'dobj', ('which', 'WDT')), (('admits', 'VBZ'), 'nsubj', ('Neville', 'NNP')), (('admits', 'VBZ'), 'advcl', ('perp', 'NN')), (('perp', 'NN'), 'mark', ('to', 'TO')), (('perp', 'NN'), 'cop', ('being', 'VBG')), (('perp', 'NN'), 'det', ('the', 'DT'))]"
"Another search of the castle takes place , but Sirius evades capture again .","['search', 'castle', 'Sirius']","['search:takes', 'castle:search', 'Sirius:evades']",['place'],['place:takes'],0.0,"[(('takes', 'VBZ'), 'nsubj', ('search', 'NN')), (('search', 'NN'), 'det', ('Another', 'DT')), (('search', 'NN'), 'nmod', ('castle', 'NN')), (('castle', 'NN'), 'case', ('of', 'IN')), (('castle', 'NN'), 'det', ('the', 'DT')), (('takes', 'VBZ'), 'dobj', ('place', 'NN')), (('takes', 'VBZ'), 'cc', ('but', 'CC')), (('takes', 'VBZ'), 'conj', ('evades', 'VBZ')), (('evades', 'VBZ'), 'nsubj', ('Sirius', 'NNP')), (('evades', 'VBZ'), 'xcomp', ('capture', 'VB')), (('capture', 'VB'), 'advmod', ('again', 'RB'))]"
Tighter security is put in place : Filius is teaching the doors to recognise Sirius while Argus boards up everything Sirius can use to sneak in except the passageway into Hogsmeade .,"['place', 'Filius', 'boards', 'Sirius', 'passageway', 'Hogsmeade']","['place:put', 'Filius:teaching', 'boards:use', 'Sirius:boards', 'passageway:sneak', 'Hogsmeade:sneak']","['security', 'doors', 'Sirius']","['security:put', 'doors:teaching', 'Sirius:recognise']",0.34,"[(('put', 'VBN'), 'nsubjpass', ('security', 'NN')), (('security', 'NN'), 'amod', ('Tighter', 'JJ')), (('put', 'VBN'), 'auxpass', ('is', 'VBZ')), (('put', 'VBN'), 'nmod', ('place', 'NN')), (('place', 'NN'), 'case', ('in', 'IN')), (('put', 'VBN'), 'parataxis', ('teaching', 'VBG')), (('teaching', 'VBG'), 'nsubj', ('Filius', 'NNP')), (('teaching', 'VBG'), 'aux', ('is', 'VBZ')), (('teaching', 'VBG'), 'dobj', ('doors', 'NNS')), (('doors', 'NNS'), 'det', ('the', 'DT')), (('teaching', 'VBG'), 'advcl', ('recognise', 'VB')), (('recognise', 'VB'), 'mark', ('to', 'TO')), (('recognise', 'VB'), 'dobj', ('Sirius', 'NNS')), (('recognise', 'VB'), 'advcl', ('use', 'VB')), (('use', 'VB'), 'mark', ('while', 'IN')), (('use', 'VB'), 'nsubj', ('boards', 'NNS')), (('boards', 'NNS'), 'compound', ('Argus', 'NNP')), (('boards', 'NNS'), 'nmod', ('Sirius', 'NNS')), (('Sirius', 'NNS'), 'case', ('up', 'IN')), (('Sirius', 'NNS'), 'compound', ('everything', 'NN')), (('use', 'VB'), 'aux', ('can', 'MD')), (('use', 'VB'), 'xcomp', ('sneak', 'VB')), (('sneak', 'VB'), 'mark', ('to', 'TO')), (('sneak', 'VB'), 'compound:prt', ('in', 'RP')), (('sneak', 'VB'), 'nmod', ('passageway', 'NN')), (('passageway', 'NN'), 'case', ('except', 'IN')), (('passageway', 'NN'), 'det', ('the', 'DT')), (('sneak', 'VB'), 'nmod', ('Hogsmeade', 'NNP')), (('Hogsmeade', 'NNP'), 'case', ('into', 'IN'))]"
Sir Cadogan is fired and Fat resumes her duty guarding Gryffindor Tower on the condition her portrait is to be guarded .,"['Fat', 'condition', 'portrait']","['Fat:resumes', 'condition:Tower', 'portrait:is']","['Cadogan', 'duty', 'Tower']","['Cadogan:fired', 'duty:resumes', 'Tower:guarding']",-0.5574,"[(('fired', 'VBN'), 'nsubjpass', ('Cadogan', 'NNP')), (('Cadogan', 'NNP'), 'compound', ('Sir', 'NNP')), (('fired', 'VBN'), 'auxpass', ('is', 'VBZ')), (('fired', 'VBN'), 'cc', ('and', 'CC')), (('fired', 'VBN'), 'conj', ('resumes', 'VBZ')), (('resumes', 'VBZ'), 'nsubj', ('Fat', 'NNP')), (('resumes', 'VBZ'), 'dobj', ('duty', 'NN')), (('duty', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('resumes', 'VBZ'), 'xcomp', ('guarding', 'VBG')), (('guarding', 'VBG'), 'dobj', ('Tower', 'NNP')), (('Tower', 'NNP'), 'compound', ('Gryffindor', 'NNP')), (('Tower', 'NNP'), 'nmod', ('condition', 'NN')), (('condition', 'NN'), 'case', ('on', 'IN')), (('condition', 'NN'), 'det', ('the', 'DT')), (('condition', 'NN'), 'acl:relcl', ('is', 'VBZ')), (('is', 'VBZ'), 'nsubj', ('portrait', 'NN')), (('portrait', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('is', 'VBZ'), 'xcomp', ('guarded', 'VBN')), (('guarded', 'VBN'), 'mark', ('to', 'TO')), (('guarded', 'VBN'), 'auxpass', ('be', 'VB'))]"
"Ronald becomes an instant celebrity , which Ronald enjoys .","['Ronald', 'Ronald']","['Ronald:becomes', 'Ronald:enjoys']",[],[],0.5106,"[(('becomes', 'VBZ'), 'nsubj', ('Ronald', 'NNP')), (('becomes', 'VBZ'), 'xcomp', ('celebrity', 'NN')), (('celebrity', 'NN'), 'det', ('an', 'DT')), (('celebrity', 'NN'), 'amod', ('instant', 'JJ')), (('celebrity', 'NN'), 'acl:relcl', ('enjoys', 'VBZ')), (('enjoys', 'VBZ'), 'dobj', ('which', 'WDT')), (('enjoys', 'VBZ'), 'nsubj', ('Ronald', 'NNP'))]"
"Neville , on the other hand , is in complete disgrace : Minerva is so furious with Ronald that Minerva strips him of Ronald 's visitation rights to Hogsmeade for the rest of the school year , gives Ronald a detention and forbids the other Gryffindors to tell Ronald the password .","['Neville', 'hand', 'Minerva', 'Ronald', 'Minerva', 'rights', 'Hogsmeade', 'rest', 'year']","['Neville:disgrace', 'hand:disgrace', 'Minerva:furious', 'Ronald:furious', 'Minerva:strips', 'rights:him', 'Hogsmeade:strips', 'rest:Hogsmeade', 'year:rest']","['him', 'detention', 'Gryffindors', 'password']","['him:strips', 'detention:gives', 'Gryffindors:forbids', 'password:tell']",-0.8605,"[(('disgrace', 'NN'), 'nsubj', ('Neville', 'NNP')), (('disgrace', 'NN'), 'nmod', ('hand', 'NN')), (('hand', 'NN'), 'case', ('on', 'IN')), (('hand', 'NN'), 'det', ('the', 'DT')), (('hand', 'NN'), 'amod', ('other', 'JJ')), (('disgrace', 'NN'), 'cop', ('is', 'VBZ')), (('disgrace', 'NN'), 'case', ('in', 'IN')), (('disgrace', 'NN'), 'amod', ('complete', 'JJ')), (('disgrace', 'NN'), 'parataxis', ('furious', 'JJ')), (('furious', 'JJ'), 'nsubj', ('Minerva', 'NNP')), (('furious', 'JJ'), 'cop', ('is', 'VBZ')), (('furious', 'JJ'), 'advmod', ('so', 'RB')), (('furious', 'JJ'), 'nmod', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', ('with', 'IN')), (('furious', 'JJ'), 'ccomp', ('strips', 'VBZ')), (('strips', 'VBZ'), 'mark', ('that', 'IN')), (('strips', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('strips', 'VBZ'), 'dobj', ('him', 'PRP')), (('him', 'PRP'), 'nmod', ('rights', 'NNS')), (('rights', 'NNS'), 'case', ('of', 'IN')), (('rights', 'NNS'), 'nmod:poss', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS')), (('rights', 'NNS'), 'compound', ('visitation', 'NN')), (('strips', 'VBZ'), 'nmod', ('Hogsmeade', 'NNP')), (('Hogsmeade', 'NNP'), 'case', ('to', 'TO')), (('Hogsmeade', 'NNP'), 'nmod', ('rest', 'NN')), (('rest', 'NN'), 'case', ('for', 'IN')), (('rest', 'NN'), 'det', ('the', 'DT')), (('rest', 'NN'), 'nmod', ('year', 'NN')), (('year', 'NN'), 'case', ('of', 'IN')), (('year', 'NN'), 'det', ('the', 'DT')), (('year', 'NN'), 'compound', ('school', 'NN')), (('strips', 'VBZ'), 'conj', ('gives', 'VBZ')), (('gives', 'VBZ'), 'iobj', ('Ronald', 'NNP')), (('gives', 'VBZ'), 'dobj', ('detention', 'NN')), (('detention', 'NN'), 'det', ('a', 'DT')), (('strips', 'VBZ'), 'cc', ('and', 'CC')), (('strips', 'VBZ'), 'conj', ('forbids', 'VBZ')), (('forbids', 'VBZ'), 'dobj', ('Gryffindors', 'NNS')), (('Gryffindors', 'NNS'), 'det', ('the', 'DT')), (('Gryffindors', 'NNS'), 'amod', ('other', 'JJ')), (('forbids', 'VBZ'), 'xcomp', ('tell', 'VB')), (('tell', 'VB'), 'mark', ('to', 'TO')), (('tell', 'VB'), 'iobj', ('Ronald', 'NNP')), (('tell', 'VB'), 'dobj', ('password', 'NN')), (('password', 'NN'), 'det', ('the', 'DT'))]"
"Augusta , sends Ronald a Howler two days later .",['Augusta'],['Augusta:sends'],['Howler'],['Howler:sends'],0.0,"[(('sends', 'VBZ'), 'nsubj', ('Augusta', 'NNP')), (('sends', 'VBZ'), 'iobj', ('Ronald', 'NNP')), (('sends', 'VBZ'), 'dobj', ('Howler', 'NN')), (('Howler', 'NN'), 'det', ('a', 'DT')), (('Howler', 'NN'), 'advmod', ('later', 'RBR')), (('later', 'RBR'), 'nmod:npmod', ('days', 'NNS')), (('days', 'NNS'), 'nummod', ('two', 'CD'))]"
"Rubeus sends a letter to Harry , telling Harry that Harry and Ronald are to meet Ronald in the entrance hall so Ronald can take them to Ronald 's hut for tea .","['Rubeus', 'Harry', 'Ronald', 'Harry', 'Ronald', 'hall', 'Ronald', 'hut', 'tea']","['Rubeus:sends', 'Harry:sends', 'Ronald:sends', 'Harry:are', 'Ronald:are', 'hall:Ronald', 'Ronald:take', 'hut:take', 'tea:hut']","['letter', 'Harry', 'Ronald', 'Ronald', 'them']","['letter:sends', 'Harry:telling', 'Ronald:telling', 'Ronald:meet', 'them:take']",0.0,"[(('sends', 'VBZ'), 'nsubj', ('Rubeus', 'NNS')), (('sends', 'VBZ'), 'dobj', ('letter', 'NN')), (('letter', 'NN'), 'det', ('a', 'DT')), (('sends', 'VBZ'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('to', 'TO')), (('sends', 'VBZ'), 'advcl', ('telling', 'VBG')), (('telling', 'VBG'), 'dobj', ('Harry', 'NNP')), (('telling', 'VBG'), 'ccomp', ('are', 'VBP')), (('are', 'VBP'), 'mark', ('that', 'IN')), (('are', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('are', 'VBP'), 'xcomp', ('meet', 'VB')), (('meet', 'VB'), 'mark', ('to', 'TO')), (('meet', 'VB'), 'dobj', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'nmod', ('hall', 'NN')), (('hall', 'NN'), 'case', ('in', 'IN')), (('hall', 'NN'), 'det', ('the', 'DT')), (('hall', 'NN'), 'compound', ('entrance', 'NN')), (('meet', 'VB'), 'advcl', ('take', 'VB')), (('take', 'VB'), 'mark', ('so', 'IN')), (('take', 'VB'), 'nsubj', ('Ronald', 'NNP')), (('take', 'VB'), 'aux', ('can', 'MD')), (('take', 'VB'), 'dobj', ('them', 'PRP')), (('take', 'VB'), 'nmod', ('hut', 'NN')), (('hut', 'NN'), 'case', ('to', 'TO')), (('hut', 'NN'), 'nmod:poss', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS')), (('hut', 'NN'), 'nmod', ('tea', 'NN')), (('tea', 'NN'), 'case', ('for', 'IN'))]"
"Other than learning that Buckbeak 's trial is that week , Harry and Ronald learn that Rubeus wants to talk to Harry and Ronald on behalf of Hermione .","['trial', 'Rubeus', 'Harry', 'Ronald', 'behalf', 'Hermione']","['trial:week', 'Rubeus:wants', 'Harry:talk', 'Ronald:talk', 'behalf:talk', 'Hermione:behalf']",[],[],0.0,"[(('learn', 'VBP'), 'nsubj', ('Other', 'JJ')), (('Other', 'JJ'), 'acl', ('learning', 'VBG')), (('learning', 'VBG'), 'mark', ('than', 'IN')), (('learning', 'VBG'), 'ccomp', ('week', 'NN')), (('week', 'NN'), 'mark', ('that', 'IN')), (('week', 'NN'), 'nsubj', ('trial', 'NN')), (('trial', 'NN'), 'nmod:poss', ('Buckbeak', 'NNP')), (('Buckbeak', 'NNP'), 'case', (""'s"", 'POS')), (('week', 'NN'), 'cop', ('is', 'VBZ')), (('week', 'NN'), 'det', ('that', 'DT')), (('week', 'NN'), 'conj', ('Harry', 'NNP')), (('week', 'NN'), 'cc', ('and', 'CC')), (('week', 'NN'), 'conj', ('Ronald', 'NNP')), (('learn', 'VBP'), 'ccomp', ('wants', 'VBZ')), (('wants', 'VBZ'), 'mark', ('that', 'IN')), (('wants', 'VBZ'), 'nsubj', ('Rubeus', 'NNP')), (('wants', 'VBZ'), 'xcomp', ('talk', 'VB')), (('talk', 'VB'), 'mark', ('to', 'TO')), (('talk', 'VB'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('to', 'TO')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('talk', 'VB'), 'nmod', ('behalf', 'NN')), (('behalf', 'NN'), 'case', ('on', 'IN')), (('behalf', 'NN'), 'nmod', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', ('of', 'IN'))]"
"Rubeus mentions their feud has been hurting Hermione more than they think , and that Hermione is only concerned about protecting Harry from Sirius .","['Rubeus', 'feud', 'Hermione', 'they', 'Hermione', 'Sirius']","['Rubeus:mentions', 'feud:hurting', 'Hermione:more', 'they:think', 'Hermione:concerned', 'Sirius:protecting']",['Harry'],['Harry:protecting'],-0.6249,"[(('mentions', 'VBZ'), 'nsubj', ('Rubeus', 'NNS')), (('mentions', 'VBZ'), 'ccomp', ('hurting', 'VBG')), (('hurting', 'VBG'), 'nsubj', ('feud', 'NN')), (('feud', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('hurting', 'VBG'), 'aux', ('has', 'VBZ')), (('hurting', 'VBG'), 'aux', ('been', 'VBN')), (('hurting', 'VBG'), 'xcomp', ('more', 'JJR')), (('more', 'JJR'), 'nsubj', ('Hermione', 'NNP')), (('hurting', 'VBG'), 'advcl', ('think', 'VBP')), (('think', 'VBP'), 'mark', ('than', 'IN')), (('think', 'VBP'), 'nsubj', ('they', 'PRP')), (('think', 'VBP'), 'cc', ('and', 'CC')), (('think', 'VBP'), 'conj', ('concerned', 'JJ')), (('concerned', 'JJ'), 'mark', ('that', 'IN')), (('concerned', 'JJ'), 'nsubj', ('Hermione', 'NNP')), (('concerned', 'JJ'), 'cop', ('is', 'VBZ')), (('concerned', 'JJ'), 'advmod', ('only', 'RB')), (('concerned', 'JJ'), 'advcl', ('protecting', 'VBG')), (('protecting', 'VBG'), 'mark', ('about', 'IN')), (('protecting', 'VBG'), 'dobj', ('Harry', 'NNP')), (('protecting', 'VBG'), 'nmod', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'case', ('from', 'IN'))]"
"Despite Ronald 's anger reignites when Hermione threatens to tell Minerva about the Marauder 's Map , which Harry plans to use to sneak into Hogsmeade during the upcoming trip that Saturday .","['anger', 'Hermione', 'Map', 'Harry', 'Hogsmeade', 'trip']","['anger:reignites', 'Hermione:threatens', 'Map:Minerva', 'Harry:plans', 'Hogsmeade:sneak', 'trip:sneak']",['Minerva'],['Minerva:tell'],0.1022,"[(('reignites', 'VBZ'), 'nmod', ('anger', 'NN')), (('anger', 'NN'), 'case', ('Despite', 'IN')), (('anger', 'NN'), 'nmod:poss', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS')), (('reignites', 'VBZ'), 'advcl', ('threatens', 'VBZ')), (('threatens', 'VBZ'), 'advmod', ('when', 'WRB')), (('threatens', 'VBZ'), 'nsubj', ('Hermione', 'NNP')), (('threatens', 'VBZ'), 'xcomp', ('tell', 'VB')), (('tell', 'VB'), 'mark', ('to', 'TO')), (('tell', 'VB'), 'dobj', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'nmod', ('Map', 'NN')), (('Map', 'NN'), 'case', ('about', 'IN')), (('Map', 'NN'), 'nmod:poss', ('Marauder', 'NNP')), (('Marauder', 'NNP'), 'det', ('the', 'DT')), (('Marauder', 'NNP'), 'case', (""'s"", 'POS')), (('Map', 'NN'), 'acl:relcl', ('plans', 'VBZ')), (('plans', 'VBZ'), 'dobj', ('which', 'WDT')), (('plans', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('plans', 'VBZ'), 'xcomp', ('use', 'VB')), (('use', 'VB'), 'mark', ('to', 'TO')), (('use', 'VB'), 'xcomp', ('sneak', 'VB')), (('sneak', 'VB'), 'mark', ('to', 'TO')), (('sneak', 'VB'), 'nmod', ('Hogsmeade', 'NNP')), (('Hogsmeade', 'NNP'), 'case', ('into', 'IN')), (('sneak', 'VB'), 'nmod', ('trip', 'NN')), (('trip', 'NN'), 'case', ('during', 'IN')), (('trip', 'NN'), 'det', ('the', 'DT')), (('trip', 'NN'), 'amod', ('upcoming', 'VBG')), (('reignites', 'VBZ'), 'dep', ('that', 'DT')), (('that', 'DT'), 'appos', ('Saturday', 'NNP'))]"
"While on the trip that weekend , Harry using his Invisibility Cloak to make a few stops with Ronald before visiting the Shrieking Shack , a house that is supposedly filled with violent ghosts .","['Harry', 'Ronald', 'ghosts']","['Harry:Cloak', 'Ronald:stops', 'ghosts:filled']","['Invisibility', 'stops', 'Shack']","['Invisibility:using', 'stops:make', 'Shack:visiting']",-0.6705,"[(('Cloak', 'VBD'), 'advcl', ('trip', 'NN')), (('trip', 'NN'), 'mark', ('While', 'IN')), (('trip', 'NN'), 'case', ('on', 'IN')), (('trip', 'NN'), 'det', ('the', 'DT')), (('trip', 'NN'), 'dep', ('weekend', 'NN')), (('weekend', 'NN'), 'det', ('that', 'DT')), (('Cloak', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'acl', ('using', 'VBG')), (('using', 'VBG'), 'dobj', ('Invisibility', 'NN')), (('Invisibility', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('Cloak', 'VBD'), 'xcomp', ('make', 'VB')), (('make', 'VB'), 'mark', ('to', 'TO')), (('make', 'VB'), 'dobj', ('stops', 'NNS')), (('stops', 'NNS'), 'det', ('a', 'DT')), (('stops', 'NNS'), 'amod', ('few', 'JJ')), (('stops', 'NNS'), 'nmod', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', ('with', 'IN')), (('make', 'VB'), 'advcl', ('visiting', 'VBG')), (('visiting', 'VBG'), 'mark', ('before', 'IN')), (('visiting', 'VBG'), 'dobj', ('Shack', 'NNP')), (('Shack', 'NNP'), 'det', ('the', 'DT')), (('Shack', 'NNP'), 'compound', ('Shrieking', 'NNP')), (('Shack', 'NNP'), 'appos', ('house', 'NN')), (('house', 'NN'), 'det', ('a', 'DT')), (('house', 'NN'), 'acl:relcl', ('filled', 'VBN')), (('filled', 'VBN'), 'nsubjpass', ('that', 'WDT')), (('filled', 'VBN'), 'auxpass', ('is', 'VBZ')), (('filled', 'VBN'), 'advmod', ('supposedly', 'RB')), (('filled', 'VBN'), 'nmod', ('ghosts', 'NNS')), (('ghosts', 'NNS'), 'case', ('with', 'IN')), (('ghosts', 'NNS'), 'amod', ('violent', 'JJ'))]"
